"ENROLLMENT ID - BUYER","ENROLLMENT STATE - BUYER","PROVIDER TYPE CODE - BUYER","PROVIDER TYPE TEXT - BUYER","NPI - BUYER","MULTIPLE NPI FLAG - BUYER","CCN - BUYER","ASSOCIATE ID - BUYER","ORGANIZATION NAME - BUYER","DOING BUSINESS AS NAME - BUYER","CHOW TYPE CODE","CHOW TYPE TEXT","EFFECTIVE DATE","ENROLLMENT ID - SELLER","ENROLLMENT STATE - SELLER","PROVIDER TYPE CODE - SELLER","PROVIDER TYPE TEXT - SELLER","NPI - SELLER","MULTIPLE NPI FLAG - SELLER","CCN - SELLER","ASSOCIATE ID - SELLER","ORGANIZATION NAME - SELLER","DOING BUSINESS AS NAME - SELLER"
O20210405001123,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811580145,N,198507,1456322692,HOMER MEMORIAL HOSPITAL,HOMER MEDICAL CLINIC,CH,CHANGE OF OWNERSHIP,03/29/2021,O20190206001681,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588696371,N,198507,6002728912,"SPRINGHILL MEDICAL SERVICES, INC.",HOMER MEDICAL CLINIC
O20210408001096,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689292724,N,493455,3678670221,CARILION GILES COMMUNITY HOSPITAL,,CH,CHANGE OF OWNERSHIP,09/08/2020,O20200814002642,VA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205451119,N,498925,5890607253,CARILION HEALTHCARE CORPORATION,
O20210412000945,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902490394,N,198534,2163322140,NATCHITOCHES PARISH HOSPITAL SERVICE DISTRICT,NRMC WALK-IN CLINIC,CH,CHANGE OF OWNERSHIP,02/26/2021,O20180820000963,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306233572,N,193943,1456663327,"NRMC WALK-IN CLINIC VENTURES, LLC",NRMC WALK-IN CLINIC
O20210413000461,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003409335,N,198508,1456322692,HOMER MEMORIAL HOSPITAL,BUTLER-ABSHIRE MEDICAL CLINIC,CH,CHANGE OF OWNERSHIP,03/29/2021,O20190509002055,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518464775,N,198508,6002728912,"SPRINGHILL MEDICAL SERVICES, INC.",BUTLER-ABSHIRE MEDICAL CLINIC
O20210420001722,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689287955,N,268532,5496163065,NOBLE HEALTH FULTON INC,CALLAWAY RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,01/05/2021,O20150116001767,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1841600095,N,268532,7810211398,FULTON MEDICAL CENTER LLC,FULTON MEDICAL CLINIC
O20210426000584,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467047738,N,793827,6406834951,WOMENS HEALTH SPECIALISTS PC,,CH,CHANGE OF OWNERSHIP,05/01/2021,O20180302000767,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356849616,N,793827,7618236415,HEARTLAND WOMEN'S HEALTHCARE MO PC,HEARTLAND WOMENS HEALTHCARE
O20210426001101,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184209538,N,268716,0446667299,NOBLE HEALTH AUDRAIN INC,AUDRAIN COMM CLINIC AUXVASSE,CH,CHANGE OF OWNERSHIP,03/16/2021,O20131212001697,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1801225982,N,268716,3678481827,SSM AUDRAIN HEALTH CARE INC,SSM HEALTH MEDICAL GROUP- FAMILY MEDICINE
O20210430001758,NH,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689764912,N,303980A,4183033293,CONCORD HOSPITAL - FRANKLIN,,CH,CHANGE OF OWNERSHIP,05/01/2021,O20030529000070,NH,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689764912,N,303980A,8820908189,LRGHEALTHCARE,WESTSIDE HEALTHCARE
O20210514001969,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992012207,N,243462,6709295496,WELIA HEALTH,WELIA HEALTH PINE CITY,CH,CHANGE OF OWNERSHIP,07/01/2021,O20110412000128,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992012207,N,243462,0648187237,COUNTY OF KANABEC,WELIA HEALTH PINE CITY
O20210521000744,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1538773569,N,173819,2961314497,ASCENSION MEDICAL GROUP VIA CHRISTI PA,,CH,CHANGE OF OWNERSHIP,09/30/2020,O20100218000216,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437283991,N,173819,7719973585,SUMNER COUNTY FAMILY CARE CENTER PA,
O20210521002150,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1669461703,N,273996,8921917501,LOGAN HEALTH - CONRAD,LOGAN HEALTH RURAL HEALTH CLINIC - CONRAD,CH,CHANGE OF OWNERSHIP,06/01/2021,O20040803001374,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1669461703,N,273996,8921917501,LOGAN HEALTH - CONRAD,PONDERA MEDICAL CENTER CLINIC
O20210526002709,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568416717,N,273984,0345234506,"NORTHERN ROCKIES MEDICAL CENTER, INC.",LOGAN HEALTH RURAL HEALTH CLINIC - CUT BANK,CH,CHANGE OF OWNERSHIP,06/01/2021,O20080714000426,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568416717,N,273984,0345234506,"NORTHERN ROCKIES MEDICAL CENTER, INC.",NORTHERN ROCKIES RURAL HEALTH CLINIC
O20210604002126,OH,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013220805,N,363983,5294134664,ADENA FAYETTE MEDICAL CENTER,ADENA HEALTH CENTER FAYETTE,CH,CHANGE OF OWNERSHIP,05/02/2021,O20091217000223,OH,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013220805,Y,363983,7719886738,FAYETTE COUNTY MEMORIAL HOSPITAL,FAYETTE COUNTY MEMORIAL HOSPITAL MEDICAL AND SURGICAL ASSOCIATES
O20210628001006,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1861076473,N,168615,9638570740,HENRY COUNTY HEALTH CENTER INC,HENRY COUNTY HEALTH CENTER - WAYLAND CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2021,O20180327001398,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659872927,N,168615,7911893169,HENRY COUNTY SOLDIERS' AND SAILORS' MEMORIAL HOSPITAL,PHYSICIANS & CLINICS OF HCHC - WAYLAND
O20210628001327,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770167389,N,168616,9638570740,HENRY COUNTY HEALTH CENTER INC,HENRY COUNTY HEALTH CENTER - MT. PLEASANT CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2021,O20180327001867,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467404103,N,168616,7911893169,HENRY COUNTY SOLDIERS' AND SAILORS' MEMORIAL HOSPITAL,PHYSICIANS & CLINICS OF HCHC - MT PLEASANT
O20210628003149,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720662331,N,168617,9638570740,HENRY COUNTY HEALTH CENTER INC,HENRY COUNTY HEALTH CENTER - WINFIELD CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2021,O20180404001651,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992206197,N,168617,7911893169,HENRY COUNTY SOLDIERS' AND SAILORS' MEMORIAL HOSPITAL,PHYSICIANS & CLINICS OF HCHC - WINFIELD
O20210629000478,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1497339006,N,168621,9638570740,HENRY COUNTY HEALTH CENTER INC,HENRY COUNTY HEALTH CENTER - NEW LONDON CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2021,O20190731000121,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003479312,N,168621,7911893169,HENRY COUNTY SOLDIERS' AND SAILORS' MEMORIAL HOSPITAL,PHYSICIANS & CLINICS OF HCHC - NEW LONDON
O20210714001505,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043885254,N,793851,1355743741,FCC MEDICAL CLINICS LLC,FCC PRIMARY CARE CLINIC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20190314000606,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386101467,N,793851,2163410481,FAMILY COUNSELING CENTER INC,FCC PRIMARY CARE CLINIC
O20210721003588,GA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851969372,N,118556,3476956012,BURKE HOSPITAL COMPANY,BURKE MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,06/22/2021,O20151029002623,GA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013933944,N,118556,5193971422,BURKE COUNTY HOSPITAL AUTHORITY,BURKE MEDICAL CENTER CLINIC
O20210723002005,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417542804,N,148549,4284541806,OSF HEALTHCARE SYSTEM,OSF HEALTHCARE - COMMUNITY HEALTH,CH,CHANGE OF OWNERSHIP,07/01/2021,O20140716001951,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578922050,Y,148549,1153312798,JULIA RACKLEY PERRY MEMORIAL HOSPITAL,PERRY MEMORIAL FAMILY HEALTH CLINIC
O20210802000133,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1073821468,N,243463,6709295496,WELIA HEALTH,WELIA HEALTH HINCKLEY,CH,CHANGE OF OWNERSHIP,07/01/2021,O20110516000754,MN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1073821468,N,243463,0648187237,COUNTY OF KANABEC,WELIA HEALTH HINCKLEY
O20210806001192,WY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588230015,N,533807,0042293276,WESTON COUNTY HOSPITAL DISTRICT,,CH,CHANGE OF OWNERSHIP,07/01/2021,O20150824000821,WY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104205327,N,533807,5991616427,MONUMENT HEALTH NETWORK INC,MONUMENT HEALTH UPTON CLINIC
O20210809002014,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1679246722,N,168510,0749199446,MARENGO MEMORIAL HOSPITAL,VICTOR FAMILY MEDICAL CLINIC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20051102000400,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720154263,N,168510,0446153662,GRINNELL REGIONAL MEDICAL CENTER,VICTOR HEALTH CENTER
O20210825001395,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043252620,N,448969,7315903978,"CHRISTIAN FAMILY MEDICINE, INC.",,CH,CHANGE OF OWNERSHIP,04/01/2021,O20160802000492,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1801250667,N,448969,1153612247,MOORE MEDICAL CLINIC LLC,
O20210908002263,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386253854,N,393877,7416840160,BUTLER MEDICAL PROVIDERS,BHS RURAL HEALTH CLINIC NB,CH,CHANGE OF OWNERSHIP,04/01/2021,O20040507000118,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1932178282,N,393877,7517867930,HEALTH SERVICES OF CLARION INC,SEMEYN FAMILY PRACTICE-NB RURAL HEALTH CLINIC
O20211004002355,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619648532,N,268983,6507090644,BOONE PHYSICIAN SERVICES LLC,CENTRALIA FAMILY HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,04/01/2021,O20080828000325,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1164615316,N,268983,3072421254,PHYSICIAN GROUPS LC,CENTRALIA FAMILY HEALTH CLINIC
O20211018002583,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356922827,N,B03802,6103220330,BAPTIST HEALTH DEACONESS MEDICAL GROUP INC,DAWSON SPRINGS RHC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20190423002295,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982178216,N,B03802,5597867184,BAPTIST HEALTH MEDICAL GROUP INC,DAWSON SPRINGS RURAL HEALTH CLINIC
O20211025002369,ID,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548930878,N,138506,7618365701,"CARIBOU MEDICAL CENTER, INC",LAKEVIEW MEDICAL CLINIC,CH,CHANGE OF OWNERSHIP,08/01/2021,O20021022000030,ID,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154524403,N,138506,6103734777,CARIBOU MEMORIAL HOSPITAL,
O20211027002128,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235752775,N,198533,5799099164,KAPLAN GENERAL HOSPITAL INC,,CH,CHANGE OF OWNERSHIP,08/03/2020,O20050919000460,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578533311,N,193863,6305879495,VERMILION PARISH HOSPITAL SERVICE DIST. #3,GARDINER CENTER HEALTH CLINIC
O20211102001316,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588237150,N,188541,8628961018,HARRISON MEMORIAL HOSPITAL,HMH PRIMARY CARE MAIN CAMPUS,CH,CHANGE OF OWNERSHIP,06/24/2021,O20200611000281,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1669615233,N,188541,4284784067,HARRISON MEMORIAL HOSPITAL,HMH PRIMARY CARE
O20211118001083,WY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982288312,N,533806,0042293276,WESTON COUNTY HOSPITAL DISTRICT,,CH,CHANGE OF OWNERSHIP,07/01/2021,O20150826000909,WY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417336637,N,533806,5991616427,MONUMENT HEALTH NETWORK INC,MONUMENT HEALTH NEWCASTLE CLINIC
O20211119002523,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417621723,N,513407,6709275373,WEBSTER MEMORIAL HOSPITAL INC,WEBSTER MEMORIAL RURAL HEALTH CLINIC,CH,CHANGE OF OWNERSHIP,01/01/2022,O20030416000029,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568439552,N,513407,1153230099,WEBSTER COUNTY MEMORIAL HOSPITAL,
O20211207001227,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184205643,N,183856,6103220330,BAPTIST HEALTH DEACONESS MEDICAL GROUP INC,HOPKINSVILLE RHC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20190329002056,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1174091763,N,183856,5597867184,BAPTIST HEALTH MEDICAL GROUP INC,HOPKINSVILLE RURAL HEALTH CENTER
O20211208000553,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144804311,N,B03825,6103220330,BAPTIST HEALTH DEACONESS MEDICAL GROUP INC,MADISONVILLE OB RHC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20200309001788,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265072946,N,B03825,5597867184,BAPTIST HEALTH MEDICAL GROUP INC,BHMG WOMENS CARE
O20211229001346,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1679236533,N,783848,5092857821,HSHS MEDICAL GROUP INC,QUICK CARE - POWERED BY HSHS MEDICAL GROUP,CH,CHANGE OF OWNERSHIP,10/31/2021,O20190626000055,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1871159053,N,783848,0446159735,MID-ILLINOIS MEDICAL CARE ASSOCIATES LLC,MID ILLINOIS QUICK CARE
O20220126002452,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952065328,N,448973,5890184931,HALLMEDICAL CLINIC LLC,,CH,CHANGE OF OWNERSHIP,10/01/2021,O20160606001713,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1023110392,N,448973,1153223730,JOE I HALL MD PC,HALL MEDICAL CLINIC
O20220126003159,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437730900,N,B03805,6103220330,BAPTIST HEALTH DEACONESS MEDICAL GROUP INC,MADISONVILLE UC RHC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20191008002526,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730734229,N,B03805,5597867184,BAPTIST HEALTH MEDICAL GROUP INC,MADISONVILLE URGENT CARE
O20220202001085,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1215692330,N,048531,3274420971,BAXTER COUNTY REGIONAL HOSPITAL INC,BAXTER HEALTH FAMILY CLINIC AT MAMMOTH SPRING,CH,CHANGE OF OWNERSHIP,01/31/2022,O20061202000060,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992806376,N,043864,5092713982,"FAMILY HEALTH CARE, LLC",
O20220210000955,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1215406400,N,058922,4183901978,"COLUSA MEDICAL CENTER, LLC",FIRST CARE MEDICAL ASSOCIATES,CH,CHANGE OF OWNERSHIP,01/01/2019,O20061027000135,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629175856,N,058922,4981601382,"FIRSTCARE MEDICAL ASSOCIATES, INC",
O20220228001008,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205974201,N,253452,1052397767,FORREST COUNTY GENERAL HOSPITAL,,CH,CHANGE OF OWNERSHIP,01/01/2022,O20080929000584,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205974201,N,253452,1759362171,PERRY COUNTY GENERAL HOSPITAL,THE DOCTORS CLINIC
O20220324000375,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467112607,N,553898,7416349196,FAMILY HEALTH CENTERS INC,DINUBA RURAL HEALTH CENTER,CH,CHANGE OF OWNERSHIP,01/01/2022,O20101123000671,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982659322,N,553946,8921916313,"VIRENDER SINGH KALEKA, M.D.",SELMA RURAL HEALTH CLINIC
O20220324001149,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306506530,N,553935,7416349196,FAMILY HEALTH CENTERS INC,OROSI RURAL HEALTH,CH,CHANGE OF OWNERSHIP,01/01/2022,O20101123000892,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982659322,N,553935,2769678283,VIRENDER SINGH KALEKA,OROSI  RURAL HEALTH CLINIC
O20220324001757,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265192512,N,553946,7416349196,FAMILY HEALTH CENTERS INC,SELMA RURAL HEALTH,CH,CHANGE OF OWNERSHIP,01/01/2022,O20101123000671,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982659322,N,553946,8921916313,"VIRENDER SINGH KALEKA, M.D.",SELMA RURAL HEALTH CLINIC
O20220325000769,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821749946,N,048533,8123927431,JEFFERSON HOSPITAL ASSOCIATION INC,JEFFERSON REGIONAL MONTICELLO MEDICAL CLINIC 2,CH,CHANGE OF OWNERSHIP,02/01/2022,O20180724002712,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043716525,N,043916,7416204334,MMC RURAL HEALTH CLINICS PLLC,MMC2
O20220405000344,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558942011,N,183950,6103220330,BAPTIST HEALTH DEACONESS MEDICAL GROUP INC,POWDERLY RHC,CH,CHANGE OF OWNERSHIP,09/01/2021,O20170124002177,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477048684,Y,183950,5597867184,BAPTIST HEALTH MEDICAL GROUP INC,BAPTIST PRIMARY CARE OF POWDERLY
O20220407000066,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811652977,N,458617,9739577578,PREFERRED HOSPITAL LEASING SHAMROCK INC,SHAMROCK FAMILY CARE CLINIC,CH,CHANGE OF OWNERSHIP,10/01/2021,O20100503000859,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1538150370,N,458617,2466580048,SOUTH WHEELER COUNTY HOSPITAL DISTRICT,FAMILY CARE CLINIC
O20220413000684,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1225799646,N,048532,8123927431,JEFFERSON HOSPITAL ASSOCIATION INC,JEFFERSON REGIONAL CROSSETT CLINIC,CH,CHANGE OF OWNERSHIP,02/01/2022,O20180802000648,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316443807,N,043906,7416204334,MMC RURAL HEALTH CLINICS PLLC,MMC STAR CITY CLINIC
O20220509002418,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316697600,N,148962,0547166076,SPRINGFIELD CLINIC LLP,,CH,CHANGE OF OWNERSHIP,07/01/2022,O20040622001152,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477742831,N,148962,0446159735,MID-ILLINOIS MEDICAL CARE ASSOCIATES LLC,RUNDE CLINIC
O20220511001437,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1538800503,N,193495,4688051717,"OCHSNER AMERICAN LEGION HOSPITAL, LLC",OCHSNER HEALTH CENTER - JENNINGS,CH,CHANGE OF OWNERSHIP,04/01/2022,O20160707000342,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1295192557,N,193495,8123128014,JENNINGS AMERICAN LEGION HOSPITAL INC,
O20220517002463,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093465163,N,193494,4688051717,"OCHSNER AMERICAN LEGION HOSPITAL, LLC",OCHSNER HEALTH CENTER - N. STATE ST.,CH,CHANGE OF OWNERSHIP,04/01/2022,O20150923000140,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508240490,N,193494,8123128014,JENNINGS AMERICAN LEGION HOSPITAL INC,JALH PHYSICIAN CLINICS
O20220519001965,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992455083,N,198527,4688051717,"OCHSNER AMERICAN LEGION HOSPITAL, LLC",OCHSNER HEALTH CENTER - EUNICE,CH,CHANGE OF OWNERSHIP,04/01/2022,O20190212002650,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780149930,N,198527,8123128014,JENNINGS AMERICAN LEGION HOSPITAL INC,EUNICE CLINIC OF JALH
O20220611000193,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972810125,N,513430,3678482221,PRINCETON COMMUNITY HOSPITAL ASSN. INC.,,CH,CHANGE OF OWNERSHIP,04/03/2022,O20101203001012,WV,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972810125,N,513917,4486846730,BLUEFIELD CLINIC COMPANY LLC,BLUEWELL FAMILY CLINIC
O20220621001695,FL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1710633144,N,103964,6608255716,DYNAMIC PRIMARY HEALTHCARE CLINIC,,CH,CHANGE OF OWNERSHIP,06/01/2022,O20120131000539,FL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508181272,N,103964,1052504172,DYNAMIC HEALTH CENTERS,
O20220627002222,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1801538871,N,238770,9032008495,BRONSON LAKEVIEW HOSPITAL,BRONSON LAKEVIEW FAMILY CARE - BLUE STAR,CH,CHANGE OF OWNERSHIP,07/01/2022,O20200903003043,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1871104034,N,238939,6204724834,BRONSON SOUTH HAVEN HOSPITAL,BRONSON FAMILY MEDICINE - BLUE STAR
O20220719002303,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659670412,N,448926,5092196261,"COVENANT PEDIATRICS, PLLC",,CH,CHANGE OF OWNERSHIP,01/01/2018,O20130729000488,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619920303,N,448926,5294976528,KIMBERLY T BREEDEN,COVENANT PEDIATRICS
O20220722000529,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356388961,N,053981,4486050838,"GLENN MEDICAL CENTER, LLC",FAMILY CARE CENTER,CH,CHANGE OF OWNERSHIP,07/01/2021,O20060707000190,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356388961,N,053981,3870505035,"GLENN MEDICAL CENTER, INC",FAMILY CARE CENTER
O20220722000694,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346283017,N,058572,4486050838,"GLENN MEDICAL CENTER, LLC",GLENN FAMILY MEDICAL GROUP,CH,CHANGE OF OWNERSHIP,07/01/2021,O20060707000185,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346283017,N,058572,3870505035,"GLENN MEDICAL CENTER, INC",GLENN FAMILY MEDICAL GROUP
O20220804001712,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003984097,N,273994,0042128480,LIBERTY COUNTY HOSPITAL AND NURSING HOME INC,LOGAN HEALTH RURAL HEALTH CLINIC - CHESTER,CH,CHANGE OF OWNERSHIP,07/01/2022,O20060109000720,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003984097,N,273994,0042128480,LIBERTY COUNTY HOSPITAL AND NURSING HOME INC,TRIANGLE HEALTH CARE
O20220812001021,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033841192,N,783801,5092857821,HSHS MEDICAL GROUP INC,HSHS MEDICAL GROUP FAMILY MEDICINE - DIETERICH,CH,CHANGE OF OWNERSHIP,06/30/2022,O20081022000093,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568619088,N,783801,0446159735,MID-ILLINOIS MEDICAL CARE ASSOCIATES LLC,DIETERICH COMMUNITY MEDICAL CENTER
O20220812001818,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720710437,N,148637,3274437348,PANA COMMUNITY HOSPITAL ASSOCIATION,COWDEN MEDICAL GROUP,CH,CHANGE OF OWNERSHIP,08/01/2022,O20070530000432,NJ,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356410781,N,148993,0749388635,COWDEN MEDICAL CLINIC LLC,
O20220830000642,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1063149748,N,423430,1557268950,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,MUSC HEALTH PRIMARY CARE - RON MCNAIR BLVD,CH,CHANGE OF OWNERSHIP,10/01/2022,O20050719000738,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437256757,N,423430,6608802152,LOWER FLORENCE COUNTY HOSPTIAL,PEE DEE FAMILY PRACTICE
O20220830003754,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1083377345,N,393901,4385028034,ORCHARD VALLEY PHYSICIAN SERVICES PLLC,,CH,CHANGE OF OWNERSHIP,01/01/2022,O20160811001412,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588022669,N,393901,7810281946,HENRY W SHOENTHAL MD INC,NEW PARIS RURAL HEALTH CLINIC
O20220919001742,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417684192,N,423431,1557268950,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,MUSC HEALTH PRIMARY CARE - GREAT FALLS,CH,CHANGE OF OWNERSHIP,10/01/2022,O20050829000174,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316953649,N,423431,6608802152,LOWER FLORENCE COUNTY HOSPTIAL,PALMETTO PRIMARY CARE
